0	1554	955	2128	1036
0	3208	955	3569	1038
0	719	1065	813	1147
0	1146	1066	1313	1149
0	1854	1063	2233	1146
0	1209	1202	2841	1288
0	1112	1363	1352	1410
0	1721	1344	2436	1425
0	3234	1346	3313	1410
0	3533	1344	3590	1423
0	1331	1570	2225	1735
0	2521	1606	2718	1686
0	1151	1794	1511	1874
0	1733	1792	2145	1875
0	3282	1794	3487	1875
0	518	1902	598	1967
0	736	1903	817	1982
0	520	2014	572	2075
0	1225	2012	1369	2092
0	2110	2009	2938	2091
0	3201	2010	3575	2091
0	522	2118	1040	2202
0	1736	2119	1817	2200
0	2058	2120	2153	2200
0	919	2381	3199	2465
0	870	2535	1104	2614
0	1087	2683	2979	2768
0	1067	2989	2257	3073
0	1289	3117	3057	3201
0	2051	3259	2133	3339
0	1690	3372	1742	3435
0	1654	3480	1735	3559
0	953	3619	2296	3702
0	1160	3750	3144	3836
0	2470	3895	2527	3977
0	924	4036	3137	4120
0	881	4180	1238	4262
0	1851	4178	2242	4261
0	2521	4179	2817	4261
0	1522	4321	2560	4404
0	1494	4610	2629	4694
0	1228	4777	1270	4820
0	1326	4777	1369	4834
0	1542	4755	1599	4836
0	1464	4900	1518	4968
0	3075	4901	3371	4984
0	670	5010	880	5093
0	1127	5011	1337	5094
0	1016	5163	2265	5328
