0	402	3416	2254	3477
0	800	3492	2296	3552
0	800	3572	1102	3630
0	1244	3570	1944	3630
0	798	3646	2378	3705
0	800	3724	1100	3782
0	1362	3726	1542	3784
0	398	4014	706	4088
0	788	4012	1458	4089
0	1478	4012	1792	4090
0	398	4106	706	4178
0	788	4104	1128	4176
0	1158	4104	1226	4174
0	1488	4106	1574	4178
0	1606	4104	2118	4183
0	2138	4106	2298	4184
0	398	4198	708	4270
0	788	4196	1128	4268
0	1160	4196	1226	4266
0	1488	4198	1574	4270
0	1604	4196	1910	4274
0	398	4286	1126	4362
0	1158	4288	1224	4356
0	1488	4288	1572	4360
0	1606	4288	1976	4364
0	1100	4538	1140	4592
0	2918	4538	2986	4594
0	1078	4612	1122	4686
0	3254	4630	3364	4686
0	2030	4722	2096	4776
0	2784	4704	2984	4760
0	1132	4792	1276	4868
0	1878	4888	1926	4956
0	3224	4904	3262	4942
0	2686	4980	2806	5046
0	828	5196	1498	5274
0	1774	5192	2908	5272
0	1108	5332	1510	5408
0	1592	5338	1766	5392
0	1902	5328	2586	5408
0	2664	5332	2838	5388
0	3064	5508	3366	5584
