0	1301	965	1514	1047
0	2970	970	3038	1026
0	1841	1192	3190	1491
0	2108	1673	2963	1767
0	2400	1822	2669	1904
0	1200	1941	1424	2025
0	3176	1966	3219	2003
0	3341	1941	4011	2025
0	2397	2095	2433	2153
0	2646	2091	3072	2173
0	3433	2091	4039	2173
0	1159	2184	1822	2275
0	2240	2320	2853	2415
0	2168	2873	2204	2931
0	2735	2876	2930	2941
0	3129	2876	3347	2933
0	1901	3093	3191	3188
0	3901	3399	4037	3455
0	1060	3485	2113	3578
0	2796	3484	3701	3582
0	1906	3931	2049	4013
0	2197	4031	2423	4113
0	1295	4131	1499	4213
0	2621	3839	2845	3904
0	3799	3835	3855	3893
0	2001	4288	2176	4353
0	2918	4284	2974	4342
0	3624	4285	3687	4343
0	3970	4286	4038	4342
0	2327	4482	2765	4564
0	2238	4606	2306	4662
0	1312	4700	1455	4782
0	2178	4805	2246	4861
0	2988	4803	3044	4861
0	2008	5286	3060	5368
0	2234	5440	2284	5513
0	2763	5440	2799	5498
0	3111	5441	3179	5497
0	3401	5440	3462	5513
0	3959	5439	4015	5497
0	2020	5637	3072	5719
