0	982	1003	1410	1082
0	1514	1010	1972	1082
0	2145	1004	2468	1083
0	2568	1011	3025	1084
0	851	1101	1163	1188
0	1552	1101	1923	1189
0	2494	1100	2648	1174
0	758	1210	1071	1297
0	1754	1195	2103	1283
0	2229	1226	2401	1297
0	1314	1540	3025	1631
0	970	1719	1316	1806
0	1422	1738	1595	1808
0	1352	1825	1565	1913
0	2400	1825	2750	1899
0	2886	1823	3236	1897
0	1256	2110	1342	2176
0	1720	2110	1793	2165
0	2414	2105	2699	2164
0	3006	2109	3112	2175
0	1213	2217	1452	2273
0	2068	2234	2322	2284
0	2454	2233	2707	2283
0	756	2324	1220	2393
0	1899	2342	1937	2380
0	3047	2315	3581	2401
0	1160	2432	1356	2503
0	1478	2434	1550	2488
0	2029	2415	2796	2512
0	3092	2430	3290	2501
0	3413	2413	3555	2486
0	987	2534	1489	2666
0	1857	2541	2076	2614
0	3164	2536	3437	2662
0	1033	2623	1585	2721
0	1702	2669	1773	2718
0	2053	2649	2541	2723
0	3116	2620	3383	2719
0	1095	2777	1166	2839
0	1517	2768	1754	2838
0	2895	2740	3267	2822
0	3445	2738	3575	2810
0	1294	2867	1400	2932
0	1649	2864	2867	2937
0	760	2973	1318	3043
0	1717	2973	1802	3039
0	1034	3231	1324	3309
0	1543	3236	2092	3307
0	2724	3220	3244	3302
0	1034	3364	1314	3412
0	1536	3346	1899	3423
0	2118	3342	2430	3412
0	2683	3342	2759	3399
0	1060	3451	1242	3523
0	1327	3478	1381	3500
0	1459	3451	1875	3523
0	2150	3454	2363	3532
0	3238	3434	3382	3506
0	958	3559	2490	3640
0	2883	3561	2955	3615
0	1585	3670	1993	3748
0	2278	3687	2306	3725
0	1407	3819	2086	3904
0	2236	3826	2413	3894
0	2660	3808	3508	3901
0	761	3917	1258	4003
0	1431	3935	1753	4003
0	1896	3934	2157	4004
0	1063	4084	3254	4332
0	847	4412	1308	4511
0	2460	4422	2768	4507
0	1999	4612	3430	4668
0	1881	4705	2112	4776
0	2401	4704	2502	4774
0	3023	4701	3587	4774
0	760	4812	1011	4884
0	1349	4813	1584	4881
0	2073	4812	2175	4882
0	1653	4940	1710	4978
0	2895	4938	2932	4976
0	2986	4893	3589	4989
