0	2988	1327	3199	1418
0	994	1455	1415	1546
0	1704	1623	1835	1698
0	3230	1615	3665	1704
0	3720	1607	4167	1700
0	1082	1749	1143	1824
0	1336	1749	1399	1824
0	2218	1747	2769	1824
0	2144	1895	2997	2096
0	2320	2195	2723	2270
0	3116	2191	3247	2248
0	3300	2181	4185	2274
0	980	2313	2493	2404
0	2988	2337	3017	2374
0	3274	2315	3791	2392
0	986	2443	1087	2518
0	2686	2443	2903	2520
0	3560	2439	3775	2516
0	1462	2569	1525	2626
0	2580	2589	2629	2626
0	3542	2585	3607	2642
0	4052	2583	4185	2640
0	982	2695	1094	2752
0	1276	2693	1341	2750
0	1556	2693	1743	2770
0	3244	2687	3741	2764
0	982	2809	2381	2900
0	2516	2817	2921	2892
0	3936	2835	3983	2890
0	4014	2811	4173	2884
0	988	2943	1175	3018
0	2152	3093	2367	3182
0	2600	3093	3019	3182
0	2336	3247	2879	3426
0	1266	3535	1453	3606
0	2012	3547	2285	3618
0	3082	3527	4201	3626
0	1632	3667	1693	3728
0	1994	3671	2213	3744
0	2856	3653	4049	3750
0	996	3795	1717	3870
0	2144	3781	2489	3870
0	3162	3791	3333	3868
0	992	3919	1797	3996
0	2238	3921	2533	3996
0	2062	4135	3101	4314
0	1736	4571	3273	4660
0	1294	4727	1373	4784
0	1830	4885	1873	4922
0	2840	4857	3197	4938
0	3382	4857	3783	4938
0	1118	4989	1587	5066
0	1880	5145	3329	5348
0	1124	5435	1583	5510
0	1788	5427	2255	5518
0	2520	5615	2565	5672
0	2982	5589	3015	5650
0	3658	5585	3877	5662
0	4104	5603	4201	5642
0	1002	5719	1159	5796
0	1398	5717	1447	5776
0	2234	5719	2293	5776
0	2412	5715	3451	5792
