0	2713	1088	2877	1170
0	3053	1093	3112	1153
0	1327	1359	1462	1430
0	2551	1350	3207	1434
0	1339	1482	1694	1559
0	1920	1483	1999	1565
0	2280	1506	2360	1558
0	764	1611	856	1694
0	1150	1610	1502	1686
0	1368	2000	1404	2028
0	1663	1997	2796	2086
0	1677	2128	1839	2209
0	1253	2345	1707	2531
0	1997	2345	3023	2532
0	1866	2695	2577	2830
0	2654	2653	3512	2828
0	943	2868	1655	2996
0	2627	3176	2683	3235
0	767	3311	861	3381
0	3240	3307	3506	3379
0	1938	3432	2075	3513
0	3426	3738	3484	3798
0	942	3863	1103	3945
0	2274	3865	2331	3926
0	1645	4012	2003	4076
0	2173	3970	2374	4131
0	2828	3971	3027	4132
0	1107	4149	2096	4237
0	3426	4156	3484	4215
0	892	4306	936	4361
0	1885	4285	1942	4344
0	1468	4493	1898	4684
0	2032	4534	2766	4687
0	1695	5002	2190	5173
0	2271	5019	2589	5177
0	1044	5299	1185	5378
