0	1497	565	1572	631
0	1617	563	1727	632
0	1795	551	2327	633
0	2373	562	2543	631
0	2591	570	2635	617
0	667	638	1281	721
0	2507	649	2617	718
0	667	733	875	807
0	903	732	1087	807
0	1365	737	1431	793
0	2079	736	2161	806
0	714	824	766	880
0	1107	823	1142	881
0	1549	825	1567	879
0	2411	823	2476	879
0	1861	912	1912	967
0	2593	912	2643	967
0	1498	1000	1565	1055
0	1641	1000	1690	1055
0	2487	999	2539	1055
0	903	1089	959	1145
0	1414	1106	1441	1143
0	1844	1087	1941	1155
0	2391	1087	2445	1144
0	991	1481	1027	1519
0	1142	1463	1192	1519
0	1916	1480	1951	1519
0	2159	1462	2208	1519
0	1438	1540	1725	1621
0	1864	1570	1899	1608
0	2423	1552	2479	1608
0	2224	1659	2259	1697
0	786	1730	919	1799
0	1259	1909	1470	1981
0	1245	2077	2112	2223
0	1048	2290	1333	2363
0	1480	2291	1636	2347
0	1854	2280	2550	2363
0	679	2379	1100	2450
0	1676	2381	1725	2436
0	2249	2379	2467	2452
0	1355	2630	1880	2773
0	1911	2661	1964	2729
0	1697	2854	1746	2909
0	1877	2843	2163	2923
0	1065	3120	1289	3191
0	2088	3121	2143	3176
0	2311	3120	2407	3187
0	1543	3209	1599	3265
0	1768	3208	2104	3275
0	1780	3297	1877	3366
0	1919	3297	2155	3366
0	1668	3477	1724	3532
0	1887	3477	1942	3532
0	777	3564	1002	3636
0	1514	3564	1759	3636
0	1163	3654	1212	3710
0	1315	3643	1590	3724
0	1979	3653	2134	3724
0	2267	3673	2323	3722
0	2347	3674	2379	3710
0	2481	3656	2529	3711
0	971	3762	1007	3800
0	903	3917	1141	3986
0	1769	3908	2422	3990
0	838	4108	874	4146
0	1047	4108	1080	4146
0	1993	4092	2041	4147
0	2405	4092	2557	4160
0	687	4197	723	4234
0	900	4197	931	4234
0	1423	4180	1461	4246
0	1481	4180	1515	4249
0	1711	4179	1865	4248
0	2275	4182	2655	4251
0	689	4266	717	4322
0	1234	4267	1333	4334
0	1735	4268	1925	4336
0	2458	4662	2524	4712
0	2300	4751	2357	4799
0	2389	4751	2421	4788
0	2615	4752	2664	4788
0	1355	4820	1404	4875
0	1601	4820	1628	4876
0	2113	4822	2176	4877
0	1477	4910	1529	4964
0	2035	4928	2101	4979
0	2248	4911	2297	4966
0	877	5084	1197	5152
0	1345	5103	1380	5140
0	2478	5106	2535	5154
0	2567	5106	2615	5142
0	900	5259	1215	5328
0	1313	5256	1430	5330
0	1473	5262	1583	5328
0	1616	5280	1665	5317
0	1765	5280	1881	5318
0	1923	5262	2030	5318
0	918	5337	1515	5416
0	914	5427	2043	5504
0	893	5513	2220	5592
0	697	5606	1433	5677
0	1545	5698	1609	5765
