0	327	1233	1048	1302
0	263	1379	1127	1444
0	341	1598	1038	1667
0	375	396	416	422
0	737	424	801	450
0	859	467	883	488
0	298	501	405	524
0	754	534	790	563
0	858	534	896	560
0	1092	534	1127	563
0	374	570	412	594
0	1007	609	1030	629
0	1104	641	1140	670
0	250	676	288	702
0	904	1328	965	1357
0	375	1337	403	1358
0	766	1472	837	1508
0	909	1472	978	1508
0	481	1478	550	1508
0	567	1478	638	1508
0	656	1478	758	1510
0	769	1548	830	1578
0	378	1702	417	1723
0	986	1728	1118	1760
0	883	1729	917	1755
0	825	1737	856	1756
0	937	1737	965	1758
0	1139	1737	1194	1758
